0 1,924112E-06 1,298075E-09 -8,397331E-10 1

14814 -0,008483954 3,464009E-10 -1,292644E-09 0,999964

14815 -0,008483609 3,453342E-10 -1,306074E-09 0,999964

14816 -0,008483275 3,07797E-10 -1,193991E-09 0,999964

14817 -0,008482951 3,067135E-10 -1,207536E-09 0,999964

14818 -0,008482636 3,056907E-10 -1,09485E-09 0,999964

14819 -0,008482331 3,046093E-10 -1,108464E-09 0,999964

14820 -0,008482036 3,035189E-10 -1,121959E-09 0,999964

14821 -0,008481752 3,024137E-10 -1,135436E-09 0,9999641

14822 -0,008481476 3,01327E-10 -1,149174E-09 0,9999641

14823 -0,008481208 3,002193E-10 -1,162823E-09 0,9999641

14824 -0,00848095 2,990972E-10 -1,17634E-09 0,9999641

14825 -0,008480702 2,980219E-10 -1,190133E-09 0,9999641

14826 -0,008480461 2,96932E-10 -1,203808E-09 0,9999641

14827 -0,00848023 2,959011E-10 -1,091266E-09 0,9999641

14828 -0,008480009 2,948264E-10 -1,105064E-09 0,9999641

14829 -0,008479795 2,937358E-10 -1,118689E-09 0,9999641

14830 -0,008479591 2,926296E-10 -1,132267E-09 0,9999641

14831 -0,008479396 2,915137E-10 -1,145812E-09 0,9999641

14832 -0,008479209 2,905238E-10 -1,159758E-09 0,9999641

14833 -0,008479031 2,895151E-10 -1,173556E-09 0,9999641

14834 -0,008478861 2,884918E-10 -1,187193E-09 0,9999641

14835 -0,0084787 2,87455E-10 -1,200811E-09 0,9999641

14836 -0,008478547 2,863376E-10 -1,214384E-09 0,9999641

14837 -0,008478403 2,852129E-10 -1,101799E-09 0,9999641

14838 -0,008478268 2,839206E-10 -1,115418E-09 0,9999641

14839 -0,00847814 2,826196E-10 -1,128936E-09 0,9999641

14840 -0,008478021 2,813299E-10 -1,142589E-09 0,9999641

14841 -0,008477886 4,043343E-07 5,481907E-07 0,9999641

14842 -0,00847768 1,560027E-06 2,102065E-06 0,9999641

14843 -0,008477337 3,737116E-06 4,998726E-06 0,9999641

14844 -0,008476792 7,135738E-06 9,47266E-06 0,9999641

14845 -0,00847599 1,190137E-05 1,567719E-05 0,9999641

14846 -0,008474887 1,813982E-05 2,370883E-05 0,9999641

14847 -0,008473445 2,592806E-05 3,362201E-05 0,9999642

14848 -0,008471637 3,532288E-05 4,544194E-05 0,9999642

14849 -0,008469443 4,636652E-05 5,917392E-05 0,9999641

14850 -0,008466852 5,90905E-05 7,480855E-05 0,9999642

14851 -0,008463849 7,351817E-05 9,232479E-05 0,9999642

14852 -0,008460434 8,966799E-05 0,0001116964 0,9999643

14853 -0,0084566 0,0001075517 0,0001328891 0,9999643

14854 -0,008452351 0,0001271792 0,0001558665 0,9999644

14855 -0,008447686 0,000148556 0,0001805881 0,9999644

14856 -0,008442612 0,0001716866 0,0002070121 0,9999644

14857 -0,00843713 0,0001965722 0,0002350946 0,9999644

14858 -0,00843125 0,0002232132 0,0002647915 0,9999645

14859 -0,008424976 0,0002516077 0,0002960578 0,9999645

14860 -0,008418317 0,0002817531 0,0003288489 0,9999645

14861 -0,008411283 0,0003136446 0,0003631181 0,9999646

14862 -0,008403878 0,0003472777 0,000398821 0,9999645

14863 -0,008396112 0,0003826459 0,0004359126 0,9999646

14864 -0,008387996 0,0004197425 0,0004743487 0,9999647

14865 -0,008379539 0,0004585599 0,0005140852 0,9999647

14866 -0,008370748 0,0004990897 0,0005550797 0,9999647

14867 -0,008361632 0,0005413247 0,0005972907 0,9999648

14868 -0,008352201 0,0005852553 0,0006406765 0,9999648

14869 -0,008342464 0,0006308721 0,0006851973 0,9999648

14870 -0,008332431 0,0006781642 0,0007308125 0,9999648

14871 -0,008322107 0,0007271232 0,0007774854 0,9999648

14872 -0,008311504 0,0007777385 0,000825179 0,9999648

14873 -0,00830063 0,0008299998 0,0008738567 0,9999648

14874 -0,008289494 0,000883897 0,0009234838 0,9999648

14875 -0,008278105 0,000939419 0,0009740262 0,9999648

14876 -0,008266469 0,0009965551 0,001025451 0,9999648

14877 -0,008254596 0,001055294 0,001077726 0,9999648

14878 -0,008242493 0,001115625 0,00113082 0,9999648

14879 -0,008230167 0,001177537 0,001184703 0,9999648

14880 -0,008217628 0,001241018 0,001239346 0,9999647

14881 -0,008204883 0,001306057 0,00129472 0,9999647

14882 -0,008191938 0,001372643 0,001350798 0,9999647

14883 -0,008178802 0,001440763 0,001407553 0,9999645

14884 -0,008165481 0,001510409 0,001464962 0,9999645

14885 -0,008151981 0,001581567 0,001522999 0,9999644

14886 -0,008138311 0,001654227 0,001581639 0,9999644

14887 -0,008124477 0,001728377 0,001640861 0,9999642

14888 -0,008110484 0,001804005 0,001700641 0,999964

14889 -0,008096341 0,001881102 0,001760959 0,9999639

14890 -0,008082052 0,001959655 0,001821795 0,9999638

14891 -0,008067627 0,002039653 0,001883126 0,9999636

14892 -0,008053066 0,002121085 0,001944935 0,9999635

14893 -0,008038378 0,002203941 0,002007202 0,9999632

14894 -0,00802357 0,002288209 0,002069911 0,9999631

14895 -0,008008648 0,002373878 0,002133043 0,9999629

14896 -0,007993612 0,002460938 0,002196582 0,9999626

14897 -0,007978474 0,002549376 0,002260511 0,9999624

14898 -0,007963235 0,002639184 0,002324816 0,9999622

14899 -0,007947902 0,00273035 0,00238948 0,9999619

14900 -0,007932479 0,002822864 0,00245449 0,9999616

14901 -0,007916973 0,002916714 0,002519831 0,9999612

14902 -0,007901388 0,003011892 0,002585491 0,999961

14903 -0,007885728 0,003108386 0,002651456 0,9999605

14904 -0,007869995 0,003206186 0,002717713 0,9999602

14905 -0,007854197 0,003305283 0,002784251 0,9999598

14906 -0,007838339 0,003405666 0,002851057 0,9999594

14907 -0,007822422 0,003507325 0,00291812 0,9999591

14908 -0,007806454 0,00361025 0,002985429 0,9999586

14909 -0,007790434 0,003714431 0,003052975 0,9999582

14910 -0,007774371 0,003819858 0,003120746 0,9999577

14911 -0,007758265 0,003926523 0,003188732 0,9999571

14912 -0,007742125 0,004034415 0,003256926 0,9999565

14913 -0,007725948 0,004143526 0,003325317 0,9999561

14914 -0,007709743 0,004253845 0,003393896 0,9999555

14915 -0,00769351 0,004365365 0,003462655 0,9999549

14916 -0,007677255 0,004478074 0,003531587 0,9999543

14917 -0,007660978 0,004591964 0,00360068 0,9999536

14918 -0,007644687 0,004707028 0,003669932 0,999953

14919 -0,00762838 0,004823256 0,003739331 0,9999524

14920 -0,007612067 0,004940638 0,003808873 0,9999516

14921 -0,007595743 0,005059166 0,00387855 0,9999508

14922 -0,007579418 0,005178832 0,003948354 0,9999501

14923 -0,007563089 0,005299627 0,00401828 0,9999493

14924 -0,007546765 0,005421544 0,004088321 0,9999485

14925 -0,007530441 0,005544573 0,004158471 0,9999477

14926 -0,007514127 0,005668706 0,004228725 0,9999468

14927 -0,007497823 0,005793936 0,004299076 0,9999459

14928 -0,007481528 0,005920252 0,004369519 0,9999449

14929 -0,007465252 0,006047651 0,00444005 0,999944

14930 -0,007448992 0,006176122 0,004510663 0,999943

14931 -0,00743275 0,006305657 0,004581352 0,9999421

14932 -0,007416531 0,00643625 0,004652114 0,999941

14933 -0,007400337 0,006567893 0,004722944 0,99994

14934 -0,007384167 0,006700577 0,004793835 0,9999388

14935 -0,007368027 0,006834297 0,004864787 0,9999377

14936 -0,007351917 0,006969044 0,004935793 0,9999365

14937 -0,007335841 0,007104811 0,005006849 0,9999353

14938 -0,0073198 0,007241591 0,005077952 0,9999341

14939 -0,007303793 0,007379377 0,005149098 0,9999329

14940 -0,007287826 0,007518163 0,005220282 0,9999316

14941 -0,007271899 0,00765794 0,005291502 0,9999303

14942 -0,007256014 0,007798703 0,005362754 0,9999289

14943 -0,007240173 0,007940446 0,005434034 0,9999276

14944 -0,007224377 0,008083158 0,005505339 0,9999261

14945 -0,007208627 0,008226837 0,005576666 0,9999246

14946 -0,007192927 0,008371474 0,005648012 0,9999232

14947 -0,007177277 0,008517065 0,005719374 0,9999216

14948 -0,007161678 0,008663601 0,005790749 0,9999201

14949 -0,007146134 0,008811077 0,005862133 0,9999185

14950 -0,007130641 0,008959487 0,005933525 0,9999169

14951 -0,007115207 0,009108825 0,006004922 0,9999152

14952 -0,007099828 0,009259081 0,006076321 0,9999135

14953 -0,007084507 0,009410255 0,006147717 0,9999117

14954 -0,007069246 0,009562339 0,006219112 0,9999101

14955 -0,007054046 0,009715326 0,006290502 0,9999082

14956 -0,007038907 0,00986921 0,006361882 0,9999063

14957 -0,007023835 0,01002399 0,006433254 0,9999044

14958 -0,007008824 0,01017965 0,006504612 0,9999025

14959 -0,006993879 0,0103362 0,006575957 0,9999005

14960 -0,006979002 0,01049362 0,006647286 0,9998986

14961 -0,00696419 0,01065191 0,006718594 0,9998965

14962 -0,006949447 0,01081106 0,006789883 0,9998944

14963 -0,006934772 0,01097108 0,006861148 0,9998923

14964 -0,006920169 0,01113194 0,006932389 0,9998901

14965 -0,006905636 0,01129366 0,007003603 0,9998879

14966 -0,006891174 0,01145622 0,007074789 0,9998856

14967 -0,006876785 0,01161962 0,007145945 0,9998834

14968 -0,006862471 0,01178385 0,007217071 0,999881

14969 -0,006848229 0,01194891 0,007288162 0,9998786

14970 -0,006834063 0,0121148 0,007359218 0,9998763

14971 -0,006819972 0,0122815 0,007430238 0,9998738

14972 -0,006805955 0,01244901 0,007501218 0,9998712

14973 -0,006792017 0,01261734 0,00757216 0,9998687

14974 -0,006778156 0,01278647 0,00764306 0,9998661

14975 -0,006764373 0,0129564 0,007713917 0,9998635

14976 -0,006750667 0,01312713 0,007784729 0,9998608

14977 -0,006737042 0,01329865 0,007855496 0,9998581

14978 -0,006723495 0,01347095 0,007926216 0,9998553

14979 -0,006710026 0,01364403 0,007996887 0,9998524

14980 -0,00669664 0,01381789 0,008067509 0,9998496

14981 -0,006683332 0,01399253 0,008138079 0,9998467

14982 -0,006670108 0,01416793 0,008208598 0,9998437

14983 -0,006656963 0,0143441 0,008279062 0,9998407

14984 -0,006643901 0,01452103 0,008349472 0,9998377

14985 -0,006630921 0,01469872 0,008419825 0,9998346

14986 -0,006618023 0,01487715 0,008490119 0,9998314

14987 -0,006605208 0,01505634 0,008560357 0,9998282

14988 -0,006592477 0,01523627 0,008630532 0,999825

14989 -0,006579828 0,01541694 0,008700647 0,9998217

14990 -0,00656726 0,01559834 0,008770699 0,9998183

14991 -0,00655478 0,01578047 0,008840687 0,9998149

14992 -0,006542382 0,01596333 0,00891061 0,9998115

14993 -0,006530067 0,01614692 0,008980469 0,999808

14994 -0,006517838 0,01633123 0,009050259 0,9998045

14995 -0,006505693 0,01651625 0,009119983 0,9998008

14996 -0,006493632 0,01670198 0,009189636 0,9997973

14997 -0,006481655 0,01688842 0,009259218 0,9997935

14998 -0,006469766 0,01707557 0,00932873 0,9997898

14999 -0,006457958 0,01726341 0,00939817 0,999786

15000 -0,006446237 0,01745196 0,009467536 0,9997821

15001 -0,006434601 0,01764119 0,009536827 0,9997782

15002 -0,006423051 0,01783112 0,009606042 0,9997742

15003 -0,006411586 0,01802174 0,009675182 0,9997703

15004 -0,006400204 0,01821304 0,009744245 0,9997662

15005 -0,006388908 0,01840501 0,009813227 0,9997621

15006 -0,006377697 0,01859766 0,009882133 0,9997579

15007 -0,006366571 0,01879099 0,009950956 0,9997537

15008 -0,006355532 0,01898498 0,0100197 0,9997494

15009 -0,006344573 0,01917964 0,01008836 0,999745

15010 -0,006333702 0,01937496 0,01015693 0,9997407

15011 -0,006322916 0,01957094 0,01022543 0,9997362

15012 -0,006312213 0,01976757 0,01029383 0,9997318

15013 -0,006301596 0,01996486 0,01036215 0,9997271

15014 -0,006291061 0,02016279 0,01043039 0,9997225

15015 -0,006280611 0,02036138 0,01049854 0,9997179

15016 -0,006270248 0,0205606 0,0105666 0,9997132

15017 -0,006259966 0,02076047 0,01063457 0,9997084

15018 -0,006249768 0,02096097 0,01070245 0,9997035

15019 -0,006239654 0,0211621 0,01077024 0,9996986

15020 -0,006229621 0,02136386 0,01083793 0,9996936

15021 -0,006219673 0,02156625 0,01090553 0,9996886

15022 -0,006209807 0,02176927 0,01097305 0,9996835

15023 -0,006200024 0,02197291 0,01104046 0,9996784

15024 -0,006190323 0,02217716 0,01110779 0,9996732

15025 -0,006180703 0,02238203 0,01117502 0,999668

15026 -0,006171166 0,02258751 0,01124214 0,9996626

15027 -0,00616171 0,0227936 0,01130918 0,9996573

15028 -0,006152335 0,0230003 0,01137612 0,9996518

15029 -0,006143041 0,0232076 0,01144296 0,9996463

15030 -0,006133829 0,0234155 0,0115097 0,9996408

15031 -0,006124695 0,02362399 0,01157633 0,9996352

15032 -0,006115642 0,02383308 0,01164288 0,9996295

15033 -0,006106667 0,02404277 0,01170932 0,9996237

15034 -0,006097774 0,02425304 0,01177566 0,9996179

15035 -0,006088957 0,0244639 0,01184189 0,9996121

15036 -0,006080219 0,02467535 0,01190803 0,9996061

15037 -0,00607156 0,02488737 0,01197407 0,9996002

15038 -0,006062976 0,02509998 0,01204 0,9995941

15039 -0,006054471 0,02531316 0,01210582 0,999588

15040 -0,006046042 0,02552691 0,01217155 0,9995818

15041 -0,00603769 0,02574123 0,01223717 0,9995756

15042 -0,006029415 0,02595613 0,01230268 0,9995692

15043 -0,006021214 0,02617158 0,01236809 0,9995629

15044 -0,006013089 0,02638759 0,01243339 0,9995564

15045 -0,006005037 0,02660417 0,01249859 0,9995499

15046 -0,005997061 0,02682131 0,01256368 0,9995434

15047 -0,005989159 0,027039 0,01262867 0,9995366

15048 -0,00598133 0,02725724 0,01269354 0,99953

15049 -0,005973574 0,02747603 0,01275831 0,9995232

15050 -0,00596589 0,02769537 0,01282298 0,9995164

15051 -0,005958276 0,02791525 0,01288753 0,9995095

15052 -0,005950735 0,02813567 0,01295197 0,9995025

15053 -0,005943266 0,02835664 0,01301631 0,9994954

15054 -0,005935865 0,02857814 0,01308053 0,9994884

15055 -0,005928536 0,02880018 0,01314465 0,9994812

15056 -0,005921275 0,02902275 0,01320866 0,999474

15057 -0,005914083 0,02924585 0,01327255 0,9994666

15058 -0,005906961 0,02946948 0,01333634 0,9994593

15059 -0,005899905 0,02969363 0,01340001 0,9994519

15060 -0,005892918 0,02991831 0,01346358 0,9994444

15061 -0,005885994 0,03014351 0,01352703 0,9994368

15062 -0,00587914 0,03036922 0,01359037 0,999429

15063 -0,005872351 0,03059546 0,0136536 0,9994214

15064 -0,005865627 0,0308222 0,01371672 0,9994136

15065 -0,005858968 0,03104946 0,01377972 0,9994057

15066 -0,005852373 0,03127723 0,01384261 0,9993978

15067 -0,005845841 0,03150551 0,01390539 0,9993898

15068 -0,005839373 0,03173429 0,01396806 0,9993817

15069 -0,005832965 0,03196357 0,01403061 0,9993735

15070 -0,00582662 0,03219336 0,01409305 0,9993653

15071 -0,005820336 0,03242364 0,01415537 0,9993571

15072 -0,005814114 0,03265441 0,01421758 0,9993486

15073 -0,005807951 0,03288569 0,01427968 0,9993403

15074 -0,005801847 0,03311745 0,01434166 0,9993317

15075 -0,005795802 0,03334971 0,01440353 0,9993232

15076 -0,005789817 0,03358246 0,01446528 0,9993145

15077 -0,005783887 0,03381569 0,01452691 0,9993058

15078 -0,005778016 0,0340494 0,01458844 0,999297

15079 -0,005772199 0,0342836 0,01464984 0,9992881

15080 -0,005766441 0,03451828 0,01471113 0,9992792

15081 -0,005760736 0,03475343 0,01477231 0,9992701

15082 -0,005755089 0,03498906 0,01483337 0,999261

15083 -0,005749494 0,03522517 0,01489431 0,9992519

15084 -0,005743952 0,03546174 0,01495513 0,9992426

15085 -0,005738464 0,03569879 0,01501584 0,9992333

15086 -0,005733029 0,03593631 0,01507643 0,9992239

15087 -0,005727645 0,03617428 0,01513691 0,9992145

15088 -0,005722312 0,03641273 0,01519727 0,9992049

15089 -0,005717031 0,03665164 0,01525751 0,9991953

15090 -0,005711799 0,03689101 0,01531763 0,9991856

15091 -0,005706615 0,03713083 0,01537764 0,9991758

15092 -0,005701481 0,03737111 0,01543753 0,999166

15093 -0,005696396 0,03761186 0,0154973 0,999156

15094 -0,005691357 0,03785305 0,01555695 0,9991461

15095 -0,005686365 0,03809469 0,01561649 0,999136

15096 -0,005681418 0,03833679 0,01567591 0,9991258

15097 -0,005676519 0,03857933 0,01573521 0,9991155

15098 -0,005671664 0,03882232 0,01579439 0,9991053

15099 -0,005666852 0,03906574 0,01585345 0,9990948

15100 -0,005662086 0,03930962 0,01591239 0,9990844

15101 -0,005657361 0,03955393 0,01597121 0,9990739

15102 -0,005652679 0,03979868 0,01602992 0,9990632

15103 -0,005648037 0,04004387 0,0160885 0,9990524

15104 -0,00564344 0,0402895 0,01614697 0,9990417

15105 -0,00563888 0,04053556 0,01620532 0,9990308

15106 -0,005634363 0,04078206 0,01626355 0,9990198

15107 -0,005629884 0,04102898 0,01632166 0,9990088

15108 -0,005625442 0,04127633 0,01637964 0,9989977

15109 -0,005621039 0,04152411 0,01643751 0,9989865

15110 -0,005616675 0,04177232 0,01649526 0,9989753

15111 -0,005612345 0,04202095 0,01655289 0,9989639

15112 -0,005608053 0,04227 0,0166104 0,9989524

15113 -0,005603797 0,04251948 0,01666778 0,9989409

15114 -0,005599576 0,04276937 0,01672505 0,9989293

15115 -0,005595387 0,04301968 0,0167822 0,9989176

15116 -0,005591233 0,04327041 0,01683922 0,9989058

15117 -0,005587114 0,04352155 0,01689613 0,998894

15118 -0,005583027 0,04377311 0,01695292 0,9988821

15119 -0,00557897 0,04402507 0,01700958 0,9988701

15120 -0,005574944 0,04427745 0,01706613 0,9988579

15121 -0,005570951 0,04453024 0,01712255 0,9988458

15122 -0,005566986 0,04478343 0,01717885 0,9988335

15123 -0,005563053 0,04503703 0,01723503 0,9988212

15124 -0,005559146 0,04529104 0,01729109 0,9988087

15125 -0,005555266 0,04554544 0,01734703 0,9987962

15126 -0,005551417 0,04580025 0,01740285 0,9987836

15127 -0,005547595 0,04605545 0,01745855 0,998771

15128 -0,005543796 0,04631105 0,01751412 0,9987581

15129 -0,005540025 0,04656705 0,01756958 0,9987453

15130 -0,005536281 0,04682346 0,01762491 0,9987324

15131 -0,005532559 0,04708024 0,01768012 0,9987193

15132 -0,005528861 0,04733743 0,01773521 0,9987062

15133 -0,005525186 0,047595 0,01779018 0,998693

15134 -0,005521534 0,04785297 0,01784503 0,9986798

15135 -0,005517907 0,04811132 0,01789975 0,9986664

15136 -0,005514298 0,04837006 0,01795435 0,9986529

15137 -0,005510711 0,04862919 0,01800883 0,9986393

15138 -0,005507145 0,0488887 0,01806319 0,9986257

15139 -0,005503597 0,0491486 0,01811743 0,998612

15140 -0,005500068 0,04940887 0,01817154 0,9985982

15141 -0,005496559 0,04966953 0,01822553 0,9985843

15142 -0,005493069 0,04993057 0,0182794 0,9985704

15143 -0,005489594 0,05019198 0,01833315 0,9985562

15144 -0,005486138 0,05045377 0,01838677 0,9985421

15145 -0,005482696 0,05071593 0,01844027 0,9985279

15146 -0,00547927 0,05097847 0,01849365 0,9985135

15147 -0,00547586 0,05124138 0,01854691 0,9984991

15148 -0,005472464 0,05150466 0,01860004 0,9984846

15149 -0,005469082 0,05176832 0,01865306 0,9984699

15150 -0,005465714 0,05203234 0,01870595 0,9984552

15151 -0,005462359 0,05229674 0,01875872 0,9984405

15152 -0,005459017 0,05256149 0,01881136 0,9984256

15153 -0,005455684 0,05282661 0,01886388 0,9984106

15154 -0,005452364 0,0530921 0,01891628 0,9983956

15155 -0,005449053 0,05335794 0,01896856 0,9983804

15156 -0,005445754 0,05362415 0,01902072 0,9983652

15157 -0,005442463 0,05389072 0,01907275 0,9983498

15158 -0,005439179 0,05415766 0,01912466 0,9983344

15159 -0,005435908 0,05442495 0,01917645 0,9983189

15160 -0,005432642 0,05469259 0,01922811 0,9983033

15161 -0,005429384 0,0549606 0,01927965 0,9982877

15162 -0,005426133 0,05522896 0,01933107 0,9982719

15163 -0,005422886 0,05549766 0,01938236 0,998256

15164 -0,005419646 0,05576672 0,01943354 0,99824

15165 -0,005416411 0,05603614 0,01948459 0,998224

15166 -0,005413179 0,05630591 0,01953551 0,9982078

15167 -0,005409956 0,05657602 0,01958631 0,9981915

15168 -0,00540673 0,05684648 0,01963699 0,9981751

15169 -0,005403511 0,05711728 0,01968755 0,9981587

15170 -0,005400294 0,05738844 0,01973798 0,9981422

15171 -0,005397078 0,05765994 0,01978829 0,9981256

15172 -0,005393864 0,05793179 0,01983848 0,9981089

15173 -0,005390651 0,05820396 0,01988855 0,998092

15174 -0,00538744 0,05847649 0,01993849 0,9980752

15175 -0,005384226 0,05874936 0,01998831 0,9980581

15176 -0,005381012 0,05902256 0,020038 0,998041

15177 -0,005377798 0,05929611 0,02008758 0,9980238

15178 -0,005374584 0,05956999 0,02013703 0,9980066

15179 -0,005371365 0,05984421 0,02018636 0,9979892

15180 -0,005368144 0,06011876 0,02023556 0,9979717

15181 -0,00536492 0,06039365 0,02028464 0,9979541

15182 -0,005361693 0,06066887 0,0203336 0,9979364

15183 -0,005358463 0,06094442 0,02038244 0,9979187

15184 -0,005355228 0,06122031 0,02043115 0,9979008

15185 -0,005351987 0,06149653 0,02047974 0,9978828

15186 -0,005348742 0,06177307 0,02052821 0,9978648

15187 -0,00534549 0,06204994 0,02057656 0,9978466

15188 -0,005342232 0,06232714 0,02062478 0,9978284

15189 -0,005338967 0,06260467 0,02067288 0,99781

15190 -0,005335694 0,06288251 0,02072086 0,9977916

15191 -0,005332415 0,06316068 0,02076871 0,997773

15192 -0,005329126 0,06343918 0,02081644 0,9977543

15193 -0,005325831 0,063718 0,02086405 0,9977357

15194 -0,005322526 0,06399713 0,02091154 0,9977168

15195 -0,005319208 0,06427659 0,0209589 0,9976979

15196 -0,005315884 0,06455638 0,02100614 0,9976789

15197 -0,005312548 0,06483648 0,02105326 0,9976596

15198 -0,005309203 0,0651169 0,02110026 0,9976405

15199 -0,005305845 0,06539764 0,02114714 0,9976211

15200 -0,005302475 0,06567869 0,02119389 0,9976017

15201 -0,005299095 0,06596006 0,02124052 0,9975821

15202 -0,0052957 0,06624173 0,02128702 0,9975625

15203 -0,005292294 0,06652373 0,02133341 0,9975427

15204 -0,005288874 0,06680605 0,02137967 0,997523

15205 -0,00528544 0,06708866 0,02142581 0,997503

15206 -0,005281991 0,0673716 0,02147183 0,997483

15207 -0,00527853 0,06765484 0,02151773 0,9974628

15208 -0,005275051 0,06793839 0,0215635 0,9974425

15209 -0,005271558 0,06822225 0,02160916 0,9974222

15210 -0,005268049 0,06850641 0,02165469 0,9974017

15211 -0,005264524 0,06879088 0,0217001 0,9973812

15212 -0,005260982 0,06907566 0,02174538 0,9973605

15213 -0,005257426 0,06936074 0,02179055 0,9973397

15214 -0,00525385 0,06964613 0,02183559 0,997319

15215 -0,005250258 0,06993183 0,02188052 0,997298

15216 -0,005246645 0,07021783 0,02192532 0,9972769

15217 -0,005243015 0,07050412 0,02197 0,9972557

15218 -0,005239367 0,07079072 0,02201456 0,9972345

15219 -0,005235701 0,07107762 0,022059 0,9972132

15220 -0,005232012 0,07136481 0,02210331 0,9971917

15221 -0,005228306 0,07165231 0,02214751 0,9971701

15222 -0,005224577 0,0719401 0,02219158 0,9971484

15223 -0,00522083 0,07222819 0,02223553 0,9971266

15224 -0,005217062 0,07251658 0,02227936 0,9971046

15225 -0,005213271 0,07280526 0,02232308 0,9970828

15226 -0,005209459 0,07309425 0,02236667 0,9970607

15227 -0,005205625 0,07338352 0,02241014 0,9970384

15228 -0,005201768 0,07367308 0,02245348 0,9970161

15229 -0,00519789 0,07396294 0,02249671 0,9969937

15230 -0,005193988 0,07425309 0,02253982 0,9969711

15231 -0,005190063 0,07454354 0,0225828 0,9969485

15232 -0,005186113 0,07483426 0,02262567 0,9969258

15233 -0,005182141 0,07512529 0,02266842 0,996903

15234 -0,005178145 0,0754166 0,02271105 0,9968801

15235 -0,005174123 0,0757082 0,02275356 0,996857

15236 -0,005170078 0,07600008 0,02279595 0,9968338

15237 -0,005166005 0,07629225 0,02283821 0,9968105

15238 -0,005161908 0,07658471 0,02288036 0,9967872

15239 -0,005157786 0,07687745 0,02292239 0,9967637

15240 -0,005153638 0,07717048 0,0229643 0,9967401

15241 -0,005149463 0,07746379 0,02300609 0,9967164

15242 -0,005145261 0,07775739 0,02304776 0,9966927

15243 -0,005141031 0,07805128 0,02308931 0,9966687

15244 -0,005136776 0,07834543 0,02313074 0,9966447

15245 -0,005132491 0,07863987 0,02317206 0,9966206

15246 -0,005128181 0,0789346 0,02321325 0,9965963

15247 -0,005123841 0,0792296 0,02325433 0,996572

15248 -0,005119473 0,07952488 0,02329529 0,9965475

15249 -0,005115077 0,07982043 0,02333613 0,9965229

15250 -0,005110651 0,08011629 0,02337684 0,9964983

15251 -0,005106198 0,08041241 0,02341745 0,9964736

15252 -0,005101713 0,08070879 0,02345792 0,9964486

15253 -0,005097198 0,08100545 0,02349829 0,9964235

15254 -0,005092657 0,08130242 0,02353854 0,9963985

15255 -0,005088083 0,08159964 0,02357867 0,9963732

15256 -0,005083479 0,08189713 0,02361869 0,996348

15257 -0,005078845 0,0821949 0,02365858 0,9963225

15258 -0,005074179 0,08249295 0,02369836 0,996297

15259 -0,005069483 0,08279125 0,02373802 0,9962713

15260 -0,005064757 0,08308983 0,02377756 0,9962455

15261 -0,005059997 0,08338868 0,02381699 0,9962196

15262 -0,005055205 0,08368781 0,0238563 0,9961936

15263 -0,005050382 0,08398721 0,02389549 0,9961675

15264 -0,005045527 0,08428687 0,02393457 0,9961413

15265 -0,005040639 0,0845868 0,02397353 0,996115

15266 -0,005035719 0,084887 0,02401237 0,9960886

15267 -0,005030767 0,08518746 0,02405109 0,996062

15268 -0,005025779 0,0854882 0,02408971 0,9960353

15269 -0,00502076 0,0857892 0,0241282 0,9960085

15270 -0,005015707 0,08609046 0,02416658 0,9959816

15271 -0,005010619 0,08639199 0,02420484 0,9959545

15272 -0,005005498 0,08669379 0,02424299 0,9959275

15273 -0,005000343 0,08699586 0,02428102 0,9959002

15274 -0,004995152 0,08729818 0,02431894 0,9958728

15275 -0,004989928 0,08760078 0,02435674 0,9958453

15276 -0,004984671 0,08790362 0,02439443 0,9958178

15277 -0,004979378 0,08820673 0,024432 0,9957901

15278 -0,004974051 0,0885101 0,02446946 0,9957623

15279 -0,004968687 0,08881373 0,02450681 0,9957343

15280 -0,004963288 0,08911762 0,02454403 0,9957063

15281 -0,004957854 0,08942178 0,02458115 0,9956782

15282 -0,004952384 0,08972619 0,02461815 0,9956499

15283 -0,004946879 0,09003086 0,02465504 0,9956215

15284 -0,004941336 0,09033579 0,02469181 0,995593

15285 -0,004935758 0,09064098 0,02472847 0,9955644

15286 -0,004930144 0,09094642 0,02476502 0,9955357

15287 -0,004924493 0,09125212 0,02480146 0,9955068

15288 -0,004918806 0,09155807 0,02483778 0,9954778

15289 -0,004913082 0,09186427 0,02487399 0,9954486

