0 1,060008E-05 1,151933E-08 2,176664E-10 1
45828 -0,003264427 0,1154848 0,04981476 0,9920541

45847 -0,003264534 0,1154846 0,04981532 0,9920541

45866 -0,003264424 0,1154851 0,04981449 0,9920541

45885 -0,003264428 0,1154848 0,04981472 0,9920541

45904 -0,003264552 0,1154846 0,04981529 0,9920541

45923 -0,003264419 0,1154851 0,04981444 0,9920541

45942 -0,00326443 0,1154848 0,04981468 0,9920541

45961 -0,003264543 0,1154846 0,04981524 0,9920541

45980 -0,003264402 0,1154851 0,04981441 0,9920541

45999 -0,003264365 0,1154848 0,0498146 0,9920541

46018 -0,00326443 0,1154846 0,04981516 0,9920541

46037 -0,003264379 0,1154851 0,04981435 0,9920541

46056 -0,003264457 0,1154848 0,04981458 0,9920541

46075 -0,003264504 0,1154846 0,04981521 0,9920541

46094 -0,00326442 0,1154851 0,0498144 0,9920541

46113 -0,00326443 0,1154848 0,04981465 0,9920541

46132 -0,003264529 0,1154846 0,04981519 0,9920541

46151 -0,003264418 0,1154851 0,04981437 0,9920541

46170 -0,003264459 0,1154848 0,04981465 0,9920541

46189 -0,003264543 0,1154846 0,0498152 0,9920541

46208 -0,003264477 0,1154845 0,04981589 0,9920541

46227 -0,003264287 0,115485 0,04981502 0,9920541

46246 -0,00326427 0,1154847 0,04981516 0,9920541

46265 -0,003264193 0,1154845 0,04981571 0,9920541

46284 -0,003264032 0,115485 0,0498148 0,9920541

46303 -0,003264038 0,1154847 0,04981491 0,9920541

46322 -0,003264016 0,1154845 0,04981548 0,9920541

46341 -0,003263819 0,115485 0,04981463 0,9920541

46360 -0,003263859 0,1154847 0,04981475 0,9920541

46379 -0,003263943 0,1154845 0,04981533 0,9920541

46398 -0,003263821 0,115485 0,04981451 0,9920541

46417 -0,003263842 0,1154847 0,04981473 0,9920541

46436 -0,003263931 0,1154845 0,0498153 0,9920541

46455 -0,003263826 0,115485 0,04981448 0,9920541

46474 -0,003263858 0,1154847 0,0498147 0,9920541

46493 -0,003263946 0,1154845 0,04981527 0,9920541

46512 -0,003263808 0,115485 0,04981442 0,9920541

46531 -0,003263868 0,1154847 0,04981467 0,9920541

46550 -0,003264003 0,1154845 0,04981527 0,9920541

46569 -0,003263965 0,115485 0,04981445 0,9920541

46588 -0,003264045 0,1154847 0,04981466 0,9920541

46607 -0,003264113 0,1154845 0,04981523 0,9920541

46626 -0,003263996 0,115485 0,04981442 0,9920541

46645 -0,003264052 0,1154847 0,04981469 0,9920541

46664 -0,003264144 0,1154845 0,04981527 0,9920541

46683 -0,003264043 0,115485 0,04981445 0,9920541

46702 -0,003264025 0,1154847 0,04981469 0,9920541

46721 -0,003264091 0,1154846 0,04981524 0,9920541

46740 -0,003263936 0,115485 0,04981438 0,9920541

46759 -0,003264322 0,1154847 0,04981478 0,9920541

46778 -0,003264482 0,1154845 0,04981551 0,9920541

46797 -0,003264417 0,115485 0,04981472 0,9920541

46816 -0,003264497 0,1154848 0,04981492 0,9920541

46835 -0,00326459 0,1154846 0,04981547 0,9920541

46854 -0,003264424 0,115485 0,04981464 0,9920541

46873 -0,003264463 0,1154848 0,04981478 0,9920541

46892 -0,003264535 0,1154846 0,04981535 0,9920541

46911 -0,003264375 0,115485 0,04981455 0,9920541

46930 -0,00326444 0,1154848 0,04981474 0,9920541

46949 -0,003264508 0,1154846 0,04981529 0,9920541

46968 -0,003264311 0,115485 0,04981447 0,9920541

46987 -0,003264318 0,1154848 0,04981468 0,9920541

47006 -0,003264372 0,1154846 0,04981524 0,9920541

47025 -0,00326424 0,115485 0,04981437 0,9920541

47044 -0,003264284 0,1154848 0,04981463 0,9920541

47063 -0,003264342 0,1154846 0,04981525 0,9920541

47082 -0,003264236 0,115485 0,04981438 0,9920541

47101 -0,003264253 0,1154848 0,04981462 0,9920541

47120 -0,003264306 0,1154846 0,04981524 0,9920541

47139 -0,003264203 0,115485 0,04981438 0,9920541

47158 -0,003264216 0,1154848 0,04981462 0,9920541

47177 -0,003264328 0,1154846 0,0498152 0,9920541

47196 -0,00326429 0,115485 0,0498144 0,9920541

47215 -0,003264328 0,1154848 0,0498146 0,9920541

47234 -0,003264382 0,1154846 0,04981515 0,9920541

47253 -0,003264226 0,1154851 0,04981437 0,9920541

47272 -0,003264302 0,1154848 0,04981455 0,9920541

47291 -0,003264359 0,1154846 0,0498151 0,9920541

47310 -0,003264242 0,1154851 0,04981435 0,9920541

